0, 0, Header, 1, 2, 256
1, 0, Start_track
1, 0, Time_signature, 2, 1, 48, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 545454
1, 68352, Tempo, 576922
1, 69120, Tempo, 600000
1, 69631, Tempo, 612243
1, 70016, Tempo, 638296
1, 70400, Tempo, 750000
1, 70656, Time_signature, 6, 2, 72, 8
1, 70657, End_track
2, 0, Start_track
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 51
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, "Piano"
2, 0, Note_on_c, 0, 51, 75
2, 1024, Note_off_c, 0, 51, 0
2, 1024, Note_on_c, 0, 58, 88
2, 1536, Note_off_c, 0, 58, 0
2, 1792, Note_on_c, 0, 56, 74
2, 2048, Note_off_c, 0, 56, 0
2, 2048, Note_on_c, 0, 55, 81
2, 2304, Note_off_c, 0, 55, 0
2, 2304, Note_on_c, 0, 60, 94
2, 2816, Note_off_c, 0, 60, 0
2, 2816, Note_on_c, 0, 58, 82
2, 3072, Note_off_c, 0, 58, 0
2, 3072, Note_on_c, 0, 56, 81
2, 3328, Note_off_c, 0, 56, 0
2, 3328, Note_on_c, 0, 56, 86
2, 3456, Note_off_c, 0, 56, 0
2, 3456, Note_on_c, 0, 55, 84
2, 3584, Note_off_c, 0, 55, 0
2, 3584, Note_on_c, 0, 56, 90
2, 3840, Note_off_c, 0, 56, 0
2, 3840, Note_on_c, 0, 60, 93
2, 4096, Note_off_c, 0, 60, 0
2, 4096, Note_on_c, 0, 53, 78
2, 4352, Note_off_c, 0, 53, 0
2, 4352, Note_on_c, 0, 58, 89
2, 4864, Note_off_c, 0, 58, 0
2, 4864, Note_on_c, 0, 56, 85
2, 5120, Note_off_c, 0, 56, 0
2, 5120, Note_on_c, 0, 55, 78
2, 5376, Note_off_c, 0, 55, 0
2, 5376, Note_on_c, 0, 55, 84
2, 5504, Note_off_c, 0, 55, 0
2, 5504, Note_on_c, 0, 53, 79
2, 5632, Note_off_c, 0, 53, 0
2, 5632, Note_on_c, 0, 55, 89
2, 5888, Note_off_c, 0, 55, 0
2, 5888, Note_on_c, 0, 58, 83
2, 6144, Note_on_c, 0, 58, 74
2, 6144, Note_off_c, 0, 58, 0
2, 6144, Note_on_c, 0, 51, 73
2, 6400, Note_off_c, 0, 51, 0
2, 6400, Note_on_c, 0, 51, 81
